pais;scarlett id;tipo de documento;estado de validaciones;proveedor;proveedor id;fecha de recepción;asignación de sap sku;estado integración de SAP;estado de conciliacion;estado de las solicitudes;orden de compra;fecha de emision;Número de envío;estado de envío;Vertical o vendor;Monto;Estado Integración SAP final;Estado en Jira
Chile;07969393030330002714226;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063439;08-10-2024;31877655;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714224;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063433;08-10-2024;31877655;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714225;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064070;08-10-2024;31877655;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714222;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064067;08-10-2024;31877655;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714221;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064067;08-10-2024;31877655;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714232;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064069;08-10-2024;32270125;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714228;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064069;08-10-2024;32270125;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714230;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064069;08-10-2024;32270125;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714229;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063429;08-10-2024;32270125;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714231;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000063429;08-10-2024;32270125;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714220;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064068;08-10-2024;31792923;Cerrado;550070308;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714474;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064731;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714471;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064731;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714472;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064731;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714473;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064731;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714469;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064731;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714481;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064684;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714470;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064731;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714476;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065136;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714482;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064684;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714468;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000065134;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714478;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065136;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714477;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064722;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714480;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000065138;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714467;Factura;Con alertas;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000065134;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714479;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064722;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002714475;Factura;Sin errores;L OREAL CHILE S A;9500000113;17-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064722;11-10-2024;32071793;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09694269000330000027300;Factura;Con alertas;GRETA CHILE SpA;9500049794;16-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000062592;26-09-2024;31526551;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09694269000330000027301;Factura;Con alertas;GRETA CHILE SpA;9500049794;16-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063053;26-09-2024;31453557;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09694269000330000027247;Factura;Sin errores;GRETA CHILE SpA;9500049794;16-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000061690;24-09-2024;31025758;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09694269000330000027112;Factura;Sin errores;GRETA CHILE SpA;9500049794;16-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059950;06-09-2024;30565726;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09694269000330000027039;Factura;Con alertas;GRETA CHILE SpA;9500049794;16-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000059601;30-08-2024;30298730;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09665666040330001173258;Factura;Sin errores;Procter & Gamble Chile Limitada;9500000347;15-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000065200;11-10-2024;32084956;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07754235600330000001201;Factura;Sin errores;Diffupar Chile SPA;9500087850;15-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065302;16-10-2024;32198792;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09665666040330001173257;Factura;Sin errores;Procter & Gamble Chile Limitada;9500000347;15-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000065200;11-10-2024;32076083;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09665666040330001173256;Factura;Sin errores;Procter & Gamble Chile Limitada;9500000347;15-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065200;11-10-2024;32084525;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001870484;Factura;Sin errores;Samsung Electronics Chile;9699193902;15-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065298;15-10-2024;32325346;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001870488;Factura;Sin errores;Samsung Electronics Chile;9699193902;15-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065298;15-10-2024;32325346;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001870403;Factura;Sin errores;Samsung Electronics Chile;9699193902;15-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064723;15-10-2024;32268885;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002455908;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062164;16-09-2024;31064685;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002455850;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000060686;16-09-2024;31064242;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002457723;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062560;26-09-2024;31522900;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002457965;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000063983;26-09-2024;31523205;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002457483;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062594;26-09-2024;31522720;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002457711;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064074;26-09-2024;31577908;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07813700020330002457991;Factura;Sin errores;INGRAM MICRO CHILE S.A.;9500000412;14-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064073;26-09-2024;31623498;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005858;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062501;24-09-2024;31470348;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005850;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062369;24-09-2024;31146985;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005849;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000061702;24-09-2024;31450561;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005815;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000061379;12-09-2024;30902015;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005783;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059936;05-09-2024;30570783;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005750;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059603;29-08-2024;30338678;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001869787;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065294;11-10-2024;32213093;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07603068000330000143400;Factura;Con alertas;COMERCIAL DEPOR;9500116200;11-10-2024;Incompleta;Por procesar;Por procesar; ;4000065295;11-10-2024;32080698;Cerrado;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07603068000330000143399;Factura;Con alertas;COMERCIAL DEPOR;9500116200;11-10-2024;Incompleta;Por procesar;Por procesar; ;4000064711;11-10-2024;32275036;Cerrado;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07603068000330000143401;Factura;Con alertas;COMERCIAL DEPOR;9500116200;11-10-2024;Incompleta;Por procesar;Por procesar; ;4000065158;11-10-2024;32269676;Cerrado;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07787924000330001869533;Factura;Sin errores;Samsung Electronics Chile;9699193902;10-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065212;10-10-2024;32157809;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000119185;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;10-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000061581;14-09-2024;31013570;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000117982;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;10-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000058392;30-08-2024;30219670;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000119187;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;10-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000060699;14-09-2024;31005372;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000119186;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;10-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000060844;14-09-2024;31005885;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07707395780330000005186;Factura;Sin errores;Radio Victoria TCL Chile SPA;9500148866;09-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065210;09-10-2024;32075507;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07953607000330000274665;Factura;Sin errores;Comercial Doral S.A.;9500141016;09-10-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000062321;09-10-2024;31078674;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07654553320330000030276;Factura;Sin errores;URSUS TROTTER SMALL APPLIANCES S.A.;9699194178;09-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000063446;03-10-2024;31757319;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07754235600330000001188;Factura;Sin errores;Diffupar Chile SPA;9500087850;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064712;09-10-2024;31962756;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07603068000330000143331;Factura;Con alertas;COMERCIAL DEPOR;9500116200;08-10-2024;Incompleta;Por procesar;Por procesar; ;4000064923;08-10-2024;32000978;Cerrado;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07603068000330000143329;Factura;Con alertas;COMERCIAL DEPOR;9500116200;08-10-2024;Incompleta;Por procesar;Por procesar; ;4000064175;08-10-2024;32000728;Cerrado con cambios;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07684017720330000008971;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062557;26-09-2024;31447116;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008970;Factura;Con alertas;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000062557;26-09-2024;31447116;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008976;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000063023;26-09-2024;31455982;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008999;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000062363;30-09-2024;31098841;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720610000003610;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000062363;27-09-2024;31098841;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008945;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000062363;24-09-2024;31098841;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008952;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062363;24-09-2024;31098674;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008953;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062363;24-09-2024;31098785;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008951;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062363;24-09-2024;31098623;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008950;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062363;24-09-2024;31098563;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008949;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062363;24-09-2024;31065205;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008909;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000060707;10-09-2024;30676868;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008911;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000060707;10-09-2024;30676868;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008878;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059930;04-09-2024;30505314;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008877;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059930;04-09-2024;30505314;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008825;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059604;29-08-2024;30287694;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008828;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059604;29-08-2024;30287694;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008829;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059604;29-08-2024;30288125;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008827;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059604;29-08-2024;30288125;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000008826;Factura;Sin errores;TPV Chile;9500000116;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000059604;29-08-2024;30221660;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07604726540330000242505;Factura;Con alertas;COMERCIALIZADORA SKECHERS CHILE LIMITADA;9500032223;08-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063450;08-10-2024;31794812;Cerrado con cambios;550070308;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001868744;Factura;Sin errores;Samsung Electronics Chile;9699193902;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064793;08-10-2024;32078486;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001868739;Factura;Sin errores;Samsung Electronics Chile;9699193902;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064726;08-10-2024;31853778;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001868740;Factura;Sin errores;Samsung Electronics Chile;9699193902;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064726;08-10-2024;31853778;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001868738;Factura;Sin errores;Samsung Electronics Chile;9699193902;08-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000064792;08-10-2024;31838330;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001868737;Factura;Sin errores;Samsung Electronics Chile;9699193902;08-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064792;08-10-2024;31838330;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001868736;Factura;Sin errores;Samsung Electronics Chile;9699193902;08-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063422;08-10-2024;31835590;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000015520;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000064725;04-10-2024;31872378;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07603068000330000143229;Factura;Con alertas;COMERCIAL DEPOR;9500116200;04-10-2024;Incompleta;Por procesar;Por procesar; ;4000063427;30-09-2024;31791663;Cerrado con cambios;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;093513000K0330001040051;Factura;Sin errores;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000063428;01-10-2024;31618818;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001040053;Factura;Con alertas;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000063428;01-10-2024;31618818;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001039792;Factura;Sin errores;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062588;26-09-2024;31520451;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001039817;Factura;Con alertas;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062994;27-09-2024;31504457;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001039821;Factura;Con alertas;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062994;27-09-2024;31504457;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001039502;Factura;Sin errores;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000061709;17-09-2024;31149541;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001039501;Factura;Sin errores;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062237;17-09-2024;31149541;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001039503;Factura;Sin errores;BEIERSDORF S.A.;9500032184;04-10-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000062237;17-09-2024;31149541;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000015514;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;04-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062362;03-10-2024;31131061;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07654553320330000030136;Factura;Sin errores;URSUS TROTTER SMALL APPLIANCES S.A.;9699194178;03-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062504;25-09-2024;31445679;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07654553320330000030138;Factura;Sin errores;URSUS TROTTER SMALL APPLIANCES S.A.;9699194178;03-10-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062368;25-09-2024;31444288;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
